NAME,COMPANY_PROFILE,LOCATION,ADDRESS,ESTABLISHMENT_TIME,WEBSITE,CONTACT_NAME,EMAIL
Venthill Sdn. Bhd.,"Venthill Group was incorporated in year 2002. Over the years, we have established ourselves to be one of the leading integrated logistics service providers in Malaysia. With our in-house capability & well-established agency network over 6 continents, we offer our clients customized total logistics solution that is personalized to meet the different priority of each client.
We have an experienced Team of operation and management staff who are enthusiastic to offer our wide ranges of logistics services to our clients;

Ocean & Air Freight Services
We specialize in Air / Sea Freight (LCL/FCL/ USA Bond Contract/ Various of special equipment’s/ RoRo services to East Malaysia)

Bulk Vessel Chartering
We specialize in Bulk Vessel Chartering and offer voyage / time charter / contractual (COA) and part cargo chartering (combine cargo chartering). Today, we own two bulk carrier vessels with DWCC 9000MT.

Trading of Used Shipping containers
With the globalization of trades, especially to the land locked and less developed countries, the demand for Shipper Own Containers (SOC) has increased. We trade used Shipping Containers of various sizes and purposes with valid CSC Plate (certificated seaworthiness). We offer shippers wide spectrum of used containers ranging from of general-purpose shipping containers (20’ / 40’ GP & HC) to special equipment such as flat rack and refrigerated container.

Customs Brokerage
In-house customs forwarding licensed by Malaysia Royal Custom Department.

Warehousing
We own and operate 120,000 square feet of warehouse space at Pulau Indah, Westport. Our warehouses are just a stone-throw away from the
Port Klang busiest port (Westport Terminal, Port Klang), allowing us to provide cost efficient and effective storage solution.

Haulage & Transportation
We own a fleet of trucks of various capacity to meet customer requirements. This includes Container Haulage / Side-loader trucks and cargo Lorries.","Petaling Jaya, Malaysia","5-3A, Level 5, Dataran Pelangi Utama, Jalan Masjid, PJU 6A",2002,www.venthill.com,Simon Wong,info@venthill.com
THUNDER EXPRESS SDN BHD,Thunder Express is represented in various countries by agents who help in the process of moving your shipment safely. This valuable agent network allows us to monitor your shipment and insure a quality move of your cargo.,"Selangor, Malaysia","Pusat Perdagangan Puchong Prima, G-03-12, Block G, Jalan Prima 5/4, Persiaran Prima Utama, Taman Puchong Prima, 47150 Puchong",2014,thunderexpress.com.my,Ms. Joyce Sim,group_cs@thunderexpress.com.my
PT. Karisma Sejahtera Logistik,"PT KARISMA SEJAHTERA LOGISTIK is an International Freight Forwarding Company established since 2015 based in Jakarta , Indonesia. We specialize in Shipping Solution, Project Logistics, and Removal services as well. We provide consistent and reliable delivery solution worldwide. Our experiences dedicated team ensures excellent service quality and will be becoming your trusted Logistics partner.","Banten, Indonesia","Cengkareng Business City , Priskila tower 7th floor suite 705 Jl. Atang Sanjaya No.21, Benda, Kec. Benda, Kota Tangerang, Banten 15125 indonesia",2015,https://ksl-logistics.co.id/contact/,ISMAIL YAKUB,ismail.y@ksl-logistics.co.id
Namyong Worldwide Express Company Limited,"We are an active member of the Network and are looking to strengthen and develop periodic business and partnerships. 
We have more than 40 years of experience in the industry with our 4 Core strength:
 
1) Air/Sea/ Cross-Border (Freight / Customs Clearance / Domestic Transportation service)
2) Courier and Express Service
3) Warehouse fulfilment & Distribution
4) E-commerce","Bangkok, Thailand","1168/48, 18th Floor, Lumpini Tower,Rama IV Road, Tungmahamek, Sathorn",2018,https://namyongwex.com/,Raynu Wongkanoksin,raynu@namyongwex.com
"JTM Group (Join The Moment Forwarding, Corp New York)","JTM GROUP was established with a fusion of knowledge, skills, professionalism, integrity, and recognized experience in the Iberian Peninsula market. We are driven by excellence in the services provided, offering both sophisticated and diversified freight and logistics solutions to our worldwide customers and partners. Our will is always to perform ""Best in class"", thereby becoming a market leader and covering the whole network. Service Scope
We provide 24/7 service availability to our customers and partners worldwide to accomplish their needs and demands; handled by our specially trained staff with full commitment and experience. We are specialized in airfreight and ocean freight, providing a full range of services. ""E-COM
JTM Forwarding, being a Logistics Market Leader in Spain and Portugal have an inner mission and values always seeking to be one step forward. Considering that vision, we have already developed our e-Commerce Department. This project was born following the deep knowledge of our staff and taking advantage of our partnership with WCA that recently have launched the WCA eCommerce project. Regarding the difference types of e-Commerce we are mainly specialized and focus on the types B2B, B2C and C2B. Managing our action in the range and chart of WCA we have access to a platform designed specifically for e-Commerce logistics based on the most sophisticated IT solutions that allow us to work in a truly integrated worldwide global network. For JTM ""When there is a will, there is a way"". This is our moto, this our way of work, this is our vision, always seeking and challenging the future. Airfreight - Our airline partners are strategically chosen for their reliability, frequency, capacity, and performance of services to maintain credibility and consistency. We hold space allocations and GSA's flexibility and on-time performance as a key factor to our air cargo services with the main carriers. Sea freight - Our partnerships with the main shipping lines allow us to be very flexible, therefore providing an optimal balance between non-negotiable deadlines and usual slow moving traffic, to manage a diverse product with the best choice of carrier, transit times, and reliability. Customs Brokerage - The main goal of this business must be to move goods at the lowest possible cost while fully complying with customs requirements. JTM is a highly experienced and technically proficient service provider.","New York, United States","1030 Salem Road, Union",2022,http://www.jtmsa.us/,Arnaldo Vitorino,pricing.nyc@jtmsa.usEV Cargo Global Forwarding
EV Cargo Global Forwarding,"Fast Forward Freight is driven by its values, vision and purpose, all of which are underpinned by our sustainability strategy.","Hoofddorp, Netherlands","Contour Avenue 91 Hoofddorp, Netherlands",1995,www.evcargo.com,Nick Hesel,Nick.Hesel@eu.evcargo.com
DELTA TRANSPORTNI SISTEM - DTS d.o.o.,"Company Delta Transportni Sistem (DTS) is a specialized provider of logistic services with offices in Serbia, Montenegro, Bosnia & Herzegovina and Slovenia.
Since its establishment in 2008, the aim has been to increase the quality of services in the field of logistics with continued innovations and respecting the principle that every client is entitled to a specific business model.
Realizing the need for the expansion in the region, in 2016 representative offices in Montenegro (Podgorica) and Bosnia and Herzegovina (Banja Luka and Sarajevo) were opened along with an office in Slovenia (Ljubljana) in 2021.
DTS is not just about transportation, but about a whole range of logistic services integrated in clients’ regular business activities. Logistics-wise, DTS ensures that everything functions accurately so that our clients may carry on with what they know best-their core business operations.
With the largest fleet in Serbia, consisting of vehicles with different carrying capacities, adjusted to transportation of goods under different temperature regimes, DTS offers: solutions to all logistics processes, project organization, etc.
Our experts develop optimized individual logistic solutions and thus provide prompt and reliable services that meet client requirements.","Ljubljana, Slovenia","Zgornji Brnik 130H, 4210 Brnik - Aerodrom Ljubljana Slovenia  Slovenia",2021,https://www.dts.rs/,Delta Transportni Sistem - DTS Slovenia,slovenia@dts.rs
CMX (Pvt.) Ltd. (Chittagong),"CMX Private Limited is a comprehensive shipping solution operating in Bangladesh with a structured logistics network around the world. We provide critical freight forwarding as well as cargo services ly crucial for your fast paced businesses.
Over the years, with extensive knowledge on local & international regulations, superior business insights and experiences in handling complex shipping requirements, we have grown into a strategic partner for many national as well as multinational conglomerates.
The success that our company has achieved can be attributed to our dynamic and customer oriented team.","Chittagong, Bangladesh","2315 (6th floor), S.K. Mujib Road,Agrabad C/A, Chattogram,Chittagong 4100, Bangladesh",2012,www.cmxbd.com,Ahnafur Chowdhury,kouser@cmxbd.com
CMX (Pvt.) Ltd.,"CMX Private Limited is a comprehensive shipping solution operating in Bangladesh with a structured logistics network around the world. We provide critical freight forwarding as well as cargo services ly crucial for your fast paced businesses.
Over the years, with extensive knowledge on local & international regulations, superior business insights and experiences in handling complex shipping requirements, we have grown into a strategic partner for many national as well as multinational conglomerates.
The success that our company has achieved can be attributed to our dynamic and customer oriented team.","Dhaka, Bangladesh","House No. 58B (5th Floor), Road no. 131, Gulshan-1, Dhaka-1212. Bangladesh.",2019,www.cmxbd.com,Ahnafur Chowdhury,ahnaf@cmxbd.com
Changzhou League Shipping Co. Ltd.,,,,,,JHCWCZ,elite@leagueshipping.com
Ava Global Logistics Pvt Ltd,"AVA Global Logistics LLP is a leading provider of transportation and logistics solutions, specializing in Sea & Air freight forwarding services. We have been in business for several years and have established a reputation for delivering reliable and efficient services to clients around the world
Our team of experienced professionals is dedicated to ensuring that our clients' goods are transported safely and efficiently. We work closely with our clients to understand their unique needs and develop customized solutions that meet their specific requirements. Our goal is to provide our clients with the highest level of service and support, while also helping them reduce costs and improve their bottom line.
Our services include sea freight, air freight, customs clearance, warehousing and distribution, project cargo handling, and more. We work with a wide network of carriers and partners to ensure that our clients' shipments are transported seamlessly, regardless of their size, weight, or destination.
At AVA Global Logistics LLP we are committed to delivering the best possible experience to our clients. We leverage the latest technologies and systems to streamline our processes and provide real-time tracking and monitoring of our clients' shipments. Our team is available 24/7 to provide support and assistance, and we are always looking for ways to improve our services and exceed our clients' expectations.
If you are looking for a reliable and experienced Sea & Air freight forwarding company, look no further than AVA Global Logistics LLP. Contact us today to learn more about our services and how we can help you with your transportation and logistics needs.","Mumbai, India","Windfall, 405, Sahara Plaza Complex, Andheri Kurla Road, J.B.Nagar, Andheri East, Mumbai, India",2014,www.avaglobal.in,Kaushal Vithlani,kaushal@avaglobal.in
AION CARGO SOLUTIONS LIMITED,"Since its establishment in 2004, Aion Cargo Solution (ACS) has emerged as a leading logistics provider in New Zealand. We specialize in a range of logistics services, including import and export, sea and air freight, third-party logistics, local transportation, and e-commerce fulfillment for clients both locally and internationally. Through years of development, ACS has built robust in-house operational capabilities and expertise, allowing us to provide customized logistics solutions to our clients at great value. Our clients trust us, and we work in partnership with them, growing together. We have grown continuously and steadily over the last decade, and in 2022, ACS was selected for the second time in the NZ Fast50 Master of Growth Index as one of the fastest-growing, successfully established companies in New Zealand.","Auckland, New Zealand","40 Airpark Drive, Auckland Airport, Auckland, New Zealand",2004,www.aioncargo.co.nz,Ivan Qiu,ivan.qiu@aioncargo.com
"3p logistics, UAB","Welcome to the 3P Logistics Group. 
3P Logistics is a partner owned international logistics company. Our strong management and ownership enables us to develop in many directions from many destinations. 
Best in Practice is a cornerstone in our company and it has been this way since the opening in 2005. Over the years, 3P Logistics has grown to become a recognizable logistics company with offices across Europe and global representation that not many logistics companies can offer. 
The logistics market has changed rapidly and gained in speed and complexity over the past years. 3P Logistics Group is nothing less than a positive brand in the market due to well educated people and dynamic IT solutions. 
In Lithuania with offices in Klaipeda and Vilnius we cover whole country with sea, air, rail, road and warehouse solutions also offering transit solutions to neighbour and CIS countries.
We welcome our customers and partners and we wish to be your preferred logistics partner at any level.","Klaipeda, Lithuania","Minijos 90, Klaipeda",2013,https://www.3pl.dk/,Vilmantas Ladyga,vla@3pl.lt
3P LOGISTICS SP. Z O.O.,"Welcome to the 3P Logistics Group.
3p Logistics is a partner owned international logistics company. Our strong management and ownership enables us to develop in many directions from many destinations.
Best in Practice is a cornerstone in our company and it has been this way since the opening in 2005. Over the years, 3P Logistics has grown to become a recognizable logistics company with offices across Europe and global representation that not many logistics companies can offer.
The logistics market has changed rapidly and gained in speed and complexity over the past years. 3P Logistics Group is nothing less than a positive brand in the market due to well educated people and dynamic IT solutions.
We welcome our customers and partners and we wish to be your preferred logistics partner at any level.","Gdansk, Poland","Chmielna 26, Gdansk",2012,https://www.3pl.dk/,Grzegorz Pieprzyski,gpi@3plogistics.pl
"3P Logistics, Sia","The past decade the logistics business field has grown from being a business connection, to become an competitive instrument of business.
The global market and global business environment only accepts professional logistics providers in the search of more ways to distance the competitors.
We are recognized as one of the most innovative logistics companies in the market, with a remarkable quality standard and competitiveness, we reach out to the international markets on behalf of our customers. We are a privately owned company with headquarters in Denmark, where the owners are a part of the day-to-day management. We have offices across Europe in carefully selected European logistics key-hubs.
By recognizing that logistics has become an valuable asset for competitive companies, we continue to grow our corporate identity, market share and partnerships around the world. With modern partnerships follows responsibility, and each person involved in our company understands the responsibility in being a valuable asset for our customers and global partners.","Riga, Latvia","Lielirbes 1, LV-1046, Riga, Latvia",2017,https://www.3pl.dk/,"3P Logistics, Sia",latvia@3plogistics.lv
3p logistics OY,"3PLGROUP is a medium sized transoort and logisitcs company with headoffice in Denmark. The group has own office in Scandinavia, The Baltics and Central Europe. The group is a financially and well established company with a broad and solid international network. 3PLGROUP  is AEO and AAA certified as well.
Main activities is seafreight, airfreight, European distribution, project logistics and warehouse logistics. 3PL is working with international partners throughout the world.","Helsinki, Finland","Kasarmikatu 44, 00130, Helsinki, Finland",2022,3pleuro.com,Dmitri Zhukov,dzh@3plogistics.fi
3p logistics OU,"Welcome to the 3P Logistics Group.
3p Logistics is a partner owned international logistics company. Our strong management and ownership enables us to develop in many directions from many destinations.
Best in Practice is a cornerstone in our company and it has been this way since the opening in 2005. Over the years, 3P Logistics has grown to become a recognizable logistics company with offices across Europe and global representation that not many logistics companies can offer.
The logistics market has changed rapidly and gained in speed and complexity over the past years. 3P Logistics Group is nothing less than a positive brand in the market due to well educated people and dynamic IT solutions.
We welcome our customers and partners and we wish to be your preferred logistics partner at any level.","Tallinn, Estonia",Laki Poik 2,2019,www.3plogistics.ee,Dmitri Zhukov,dzh@3plogistics.ee
3p logistics A/S,"Welcome to the 3P Logistics Group.
3p Logistics is a partner owned international logistics company. Our strong management and ownership enable us to develop in many directions from many destinations.
Best in Practice is a cornerstone in our company and it has been this way since the opening in 2005. Over the years, 3P Logistics has grown to become a recognizable logistics company with offices across Europe and global representation that not many logistics companies can offer.
 
The logistics market has changed rapidly and gained in speed and complexity over the past years. 3P Logistics Group is nothing less than a positive brand in the market due to well educated people and dynamic IT solutions.
 
We welcome our customers and partners and we wish to be your preferred logistics partner at any level.","Copenhagen, Denmark","Ndr. Ringvej 51, 6000 Kolding",2005,https://www.3pl.dk/,Paw Kristensen,paw@3pl.dk
1ST CHOICE FREIGHT SERVICES (NORTH AMERICA) LTD.,,,,,,Alice,marketing@1cfs.net
1st Choice Freight Service Inc.,"1st Choice Freight Services (1CFS) is an integrated logistics services company specializing in sea freight, air freight, rail freight and project logistics and fields.","San Gabriel, United States","1045 E VALLEY BLVD A115 SAN GABRIEL, CA 91776,USA",2024,http://www.leagueshipping.com,Alice,accounting@1cfs.net
Ziegler GmbH,"We are architects for transport and logistics. We plan, design and construct a competitive worldwide network to transport, store and handle goods easily and reliably by land, sea and air. We stay on top of regional conditions to provide our customers with personalised solutions to be globally successful.

Founded in 1908 with Headquarters in Brussels, Ziegler Group is a Leading Global Logistics Service Provider.

With over 3,200 employees worldwide, Ziegler operates a close-knit global network with 156 branches in more than 16 countries and partner companies in further 80 countries. Unlike large global transport groups that operate with an aim for industrialisation, the Ziegler Group has always committed itself to remain at a human scale and family-run business. This gives us a flexibility that allows us to offer tailor-made services as needed.","Frankfurt, Germany","Am Gruenen Weg 16 65451 Kelsterbach, Germany",2022,https://www.zieglergroup.com/de-de/,Daniel Hanisch,pricingteamfra@zieglergroup.com
UNION AIR FREIGHT (SINGAPORE) PTE. LTD.,"Union Air Freight has adopted a Quality Management System that adheres to the ISO 9001:2015 standards. Inherent in this Quality Management System is a QUALITY POLICY that states:

We shall be fully committed to an ISO 9001:2015 quality management system that gives our Customers complete satisfaction in all aspects of meeting their applicable requirements and our Company's service expectations.
We provide both air and sea freight services:
• Export consolidations
• Import breakbulk
• Inter-modal transhipment
• Customs clearance & delivery	 	
• Transportation & warehousing
• Packing & insurance
• Dangerous goods handling
• Co-loading of air waybills
Our Expertise

We specialise in the handling of perishables such as live ornamental fish & fresh cut flowers. This is a niche market that only professionals can handle. Much attention must be given to ensure that such commodities arrive at the destination alive and fresh for the markets. Being an expert in handling such cargo, we can handle almost anything that needs to be transported.
• Live tropical fish/aquatic plants
• Fresh cut flowers
• Pharmaceuticals/vaccines	
• Wines
• E-commerce
• Dangerous goods","Singapore, Singapore",": 9 AIRLINE ROAD, #01-07 CARGO AGENTS BUILDING D, SINGAPORE 819827.",1985,www.uafsin.com.sg,Marilyn Lee,marilynlee@uafsin.com.sg
Talatrans Worldwide Corporation,"TalaTrans Worldwide is a logistics service provider with offices in North and Central America. Our global network allows us to handle your cargo anywhere in the world via air, ocean, and over-the-road.","Schaumburg, United States","1115 Morse Ave, Schaumburg, IL 60193",2012,www.TalaTransWorldwide.com,Jose Talavera,jose.talavera@talatransworldwide.com
SPEDITION,"At Spedition we have started our journey in April 2018, but we have more than 15 years of experience in the foundation of our organization, which we have successfully achieved by completing more than International 1000 Exhibition Logistics & other international projects. We have always managed to fulll the requirement of our customers because we have done our work with full enthusiasm for 24 hours & we have the infrastructure that is capable of fullling all the requirements of the customer. 
The use of the latest technology with the support of a dedicated team and network across the globe makes us rst amongst all logistics service providers. Because we have been dealing with Exhibition Industry Logistics for more than a decade, we know the value of time & money. We know how important it is to deliver material to a certain place on time with full safety and security.","New Delhi, India","B-34, Sector-64, Noida-201309, Uttar Pradesh, INDIA",2018,www.speditionindia.com,Harpreet Singh,shabinaanjum2003@gmail.com
